Model,Price,Rating,Specs,Company,Spec_Score
Sony Bravia 3 II 55 inch Ultra HD 4K Smart LED TV (K-55XR35M2),"₹94,990",4.6,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",amazon,68
Motorola 50UHDGQMWSDQ 50 inch Ultra HD 4K Smart QLED TV,"₹30,999",4.5,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,57
Motorola 75UHDGMMWBIQ 75 inch Ultra HD 4K Smart QD-Mini LED TV,"₹66,999",4.15,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputMediaTek MTK 9603 Processor, 2 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 3 USB Ports",flipkart,70
Samsung Vision AI M2EH 65 inch Ultra HD 4K Smart Mini LED TV (UA65M2EHAULXL),"₹79,999",4.3,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,67
Samsung M80H 55 inch Ultra HD 4K Smart Mini LED TV (55M80HAU),"₹70,690",4.6,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,66
LG evo AI G6 65 inch Ultra HD 4K Smart OLED TV (OLED65G6PLA),"₹2,38,990",4,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV4 Speakers, 40 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",croma,83
Samsung Vision AI UE86AH 43 inch Ultra HD 4K Smart LED TV (UA43UE86AHULXL),"₹31,490",4.35,"32 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,53
VW Spectra Series 40 inch Full HD Smart QLED TV (VW40AQ3),"₹13,499",4.2,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,40
LG Nano AI NU885 55 inch Ultra HD 4K Smart LED TV (55NU885BPLA),"₹49,999",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",croma,57
LG evo AI QNED85BX 55 inch Ultra HD 4K Smart Mini LED TV (55QNED85BXA),"₹75,590",4.4,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,72
LG evo AI QNED82 55 inch Ultra HD 4K Smart Mini LED TV (55QNED82BLA),"₹67,599",4.7,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",flipkart,68
Xiaomi MagiQ S 55 inch Ultra HD 4K Smart Mini LED TV (L55MC-IN),"₹51,999",4.4,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 34 W OutputQuad cortex A55 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",amazon,64
VW Pro Series VW43GQ2 43 inch Ultra HD 4K Smart QLED TV,"₹21,999",4.4,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,51
iFFALCON U75A 55 inch Ultra HD 4K Smart QLED TV (55U75A),"₹49,999",4.45,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output3 GB RAMHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",flipkart,63
Kenstar 32HDCQKAWCQ 32 inch HD Ready Smart QLED TV,"₹8,499",4,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,36
Philips 55MLED610/94 55 inch Ultra HD 4K Smart Mini LED TV,"₹45,999",4.7,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,66
VW Pure View Series 32 inch HD Ready Smart LED TV (VW32A),"₹7,999",4.35,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output3 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,31
Coocaa 55MINI75Q 55 inch Ultra HD 4K Smart Mini LED TV,"₹32,999",4.6,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W OutputA55 Quad core, 1.5GHz Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,62
Samsung Vision AI QEF6 43 inch Ultra HD 4K Smart QLED TV (QA43QEF6AULXL),"₹32,990",4.1,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,52
InnoQ Spectra 24N-MAXADK 24 inch HD Ready LED TV,"₹5,095",4.6,"24 in, LED TV1366 x 768 pixelsSmart TV: No2 Speakers, 30 W Output2 HDMI Ports, 2 USB Ports60 Hz, 16:09 Ratio",flipkart,19
VW OptimaX Series 40 inch Full HD Smart QLED TV (VW40AQ1),"₹13,099",4.75,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV24 W OutputHDR2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,40
VW OptimaX Series 43 inch Full HD Smart QLED TV (VW43AQ1),"₹14,199",4.35,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV24 W OutputHDR2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,37
VW OptimaX Series 32 inch HD Ready Smart QLED TV (VW32AQ1),"₹8,999",4.7,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV24 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",amazon,31
Vu Vibe DV Series 55 inch Ultra HD 4K Smart QLED TV (55VIBE-DV),"₹35,990",4.2,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV88 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,63
Xiaomi TV F 32 inch HD Ready Smart LED TV (L32MB-FIN),"₹12,999",4.6,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core A35 Processor, 1.5 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsDolby Audio",amazon,36
Blaupunkt 40QD7070 40 inch Full HD Smart LED TV,"₹13,499",4.75,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 48 W OutputARM Cortex A55 Processor, 1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,43
Hisense U7Q 65 inch Ultra HD 4K Smart Mini LED TV (65U7Q),"₹69,999",4.45,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,73
Sony Bravia II S22BM2 43 inch Ultra HD 4K Smart LED TV (K-43S22BM2),"₹45,990",4.3,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR4 HDMI Ports, 2 USB PortsDolby Audio, Dolby Atmos",amazon,53
Sony Bravia II S25BM2 55 inch Ultra HD 4K Smart LED TV (K-55S25BM2),"₹61,990",4.45,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output16 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,58
TCL T89C 55 inch Ultra HD 4K Smart QLED TV (55T89C),"₹44,999",4,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV35 W OutputA73 x4 1.3GHz Processor, 3 GB RAM, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",flipkart,62
Samsung H4550 32 inch HD Ready Smart LED TV (UA32H4550FUXXL),"₹16,490",4.05,"32 in, LED TV1366 x 768 pixelsSmart TV2 Speakers, 20 W OutputHDR2 HDMI Ports, 1 USB PortsSupports Apps & Games16:9 Ratio",croma,34
Samsung QEF1 55 inch Ultra HD 4K Smart QLED TV (QAQ55EF1AULXL),"₹43,990",4.1,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,59
TCL S5K 43 inch Full HD Smart QLED TV (43S5K),"₹24,990",4.55,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",amazon,45
Samsung QN70F 55 inch Ultra HD 4K Smart Neo QLED TV (QA55QN70FAUXXL),"₹68,999",4.25,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsUltra Slim",amazon,66
Samsung UE81A 43 inch Ultra HD 4K Smart LED TV (UA43UE81AFULXL),"₹28,490",4.7,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,53
LG UT73 43 inch Ultra HD 4K Smart LED TV (43UT73506LA),"₹25,990",4.75,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,45
Toshiba C450M 43 inch Ultra HD 4K Smart QLED TV (43C450ME),"₹21,999",4,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputMT9602 ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,56
TCL C69B 43 inch Ultra HD Smart QLED TV (43C69B),"₹34,999",4.55,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputAiPQ Processor Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",flipkart,56
MarQ by Flipkart 43FHDCDQEE1B 43 inch Full HD Smart LED TV,"₹12,999",4.5,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 24 W OutputQuad Core Processor, 512 MB RAM2 HDMI Ports, 2 USB Ports178 ° Viewing Angle",flipkart,32
Panasonic MX740 43 inch Ultra HD 4K Smart LED TV (TH-43MX740DX),"₹21,999",4.35,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,50
Sony Bravia X64L 43 inch Ultra HD 4K Smart LED Google TV (KD-43X64L),"₹34,999",4.05,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Audio",croma,49
Samsung T4380 32 inch HD Ready Smart LED TV (UA32T4380AKXXL),"₹13,990",4.4,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W Output2 HDMI Ports, 1 USB PortsScreen Mirroring60 Hz",croma,31
Kodak 40ST5040 40 inch Full HD Smart QLED TV,"₹15,999",4.25,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,42
LG evo AI QNED65 43 inch Ultra HD 4K Smart Mini LED TV (43QNED65BLA),"₹44,999",4.2,"43 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,55
LG evo AI QNED85BX 65 inch Ultra HD 4K Smart Mini LED TV (65QNED85BXA),"₹1,12,990",4.6,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,78
LG evo AI C6 48 inch Ultra HD 4K Smart OLED TV (OLED48C6PLA),"₹1,12,890",4.75,"48 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,79
LG evo AI G6 77 inch Ultra HD 4K Smart OLED TV (OLED77G6PLA),"₹4,36,990",4.35,"77 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV4 Speakers, 40 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",croma,87
TCL P7L 43 inch Ultra HD 4K Smart QLED TV (43P7L),"₹34,990",4.35,,croma,
TCL P7L 50 inch Ultra HD 4K Smart QLED TV (50P7L),"₹38,990",4.15,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",croma,58
TCL P6L 65 inch Ultra HD 4K Smart LED TV (65P6L),"₹54,990",4.25,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output8 GB StorageHDR3 HDMI Ports",amazon,54
TCL P8L 55 inch Ultra HD 4K Smart QLED TV (55P8L),"₹52,990",4.2,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputMediaTek Pentonic 700(MT9653) Processor, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",croma,69
TCL P8L 65 inch Ultra HD 4K Smart QLED TV (65P8L),"₹69,990",4.55,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputMediaTek Pentonic 700(MT9653) Processor, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",croma,73
TCL T6D 55 inch Ultra HD 4K Smart QLED TV (55T6D),"₹41,990",4.4,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",amazon,59
TCL T6D 43 inch Ultra HD 4K Smart QLED TV (43T6D),"₹32,990",4.3,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",amazon,56
Samsung Vision AI UE85AH 65 inch Ultra HD 4K Smart LED TV (UA65UE85AHULXL),"₹62,990",4.55,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,63
Samsung M70H 55 inch Ultra HD 4K Smart Mini LED TV (UA55M70HAULXL),"₹62,990",4,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,61
TCL T89D 55 inch Ultra HD 4K Smart QLED TV (55T89D),"₹51,999",4.65,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV35 W Output3 GB RAM, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",flipkart,67
Motorola 85UHDGMMWBIQ 85 inch Ultra HD 4K Smart QD-Mini LED TV,"₹1,09,999",4.1,"85 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputMediaTek MTK 9618 Processor, 2 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 3 USB Ports",flipkart,76
Realme TechLife 40FHDGQRDDRQ 40 inch Full HD Smart QLED TV,"₹18,199",4.45,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 26 W OutputRealtek Processor, 1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,44
Samsung UE84AH 43 inch Ultra HD 4K Smart LED TV (UA43UE84AHULXL),"₹31,490",4.3,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,54
Toshiba E350SP 55 inch Ultra HD 4K Smart LED TV (55E350SP),"₹39,990",4.6,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, Dolby Vision3 HDMI Ports, 3 USB PortsDolby Atmos",amazon,53
Samsung Vision AI UE85AH 55 inch Ultra HD 4K Smart LED TV (UA55UE85AHULXL),"₹44,990",4.2,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,59
Croma CREL055UGQ331852 55 inch Ultra HD 4K Smart QLED TV,"₹38,990",4.2,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,58
LG evo AI C6 55 inch Ultra HD 4K Smart OLED TV (OLED55C6PLA),"₹1,40,490",4.65,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,80
LG evo AI QNED82BX 55 inch Ultra HD 4K Smart Mini LED TV (55QNED82BXA),"₹68,490",4.55,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsDolby Atmos",croma,67
VW Pro Series VW50GQ2 50 inch Ultra HD 4K Smart QLED TV,"₹25,999",4.5,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,54
LG AI LB659 32 inch HD Ready Smart LED TV (32LB659BPLA),"₹18,390",4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV10 W OutputHDR2 HDMI Ports, 1 USB PortsDolby Atmos",croma,36
LG Nano AI NU885 50 inch Ultra HD 4K Smart LED TV (50NU885BPLA),"₹44,190",4.2,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",croma,55
Samsung R85H 55 inch Ultra HD 4K Smart Micro RGB TV (MRA55R85HAULXL),"₹1,26,990",4.2,"55 in, Micro RGB TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,75
LG AI NANO NU87 55 inch Ultra HD 4K Smart LED TV (55NU870BPLA),"₹45,999",4.05,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",amazon,55
LG AI LB653 32 inch HD Ready Smart LED TV (32LB653BPLA),"₹17,690",4.55,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 10 W OutputHDR2 HDMI Ports, 1 USB PortsDolby Atmos",croma,38
LG AI LB655 32 inch HD Ready Smart LED TV (32LB655BPLA),"₹18,999",4.45,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV10 W OutputHDR2 HDMI Ports, 1 USB PortsDolby Atmos",amazon,36
LG evo AI QNED82 65 inch Ultra HD 4K Smart Mini LED TV (65QNED82BLA),"₹96,999",4.35,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB Ports",amazon,74
Motorola 32HDGQMSAQ 32 inch HD Ready Smart QLED TV,"₹11,699",4.75,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,41
Motorola 55UHDGQMGSDQ 55 inch Ultra HD 4K Smart QLED TV,"₹32,999",4.7,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,62
Xiaomi MagiQ S 65 inch Ultra HD 4K Smart Mini LED TV (L65MC-IN),"₹71,999",4.7,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 34 W OutputQuad cortex A55 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",amazon,67
Acerpure Nitro Z 43 inch Ultra HD 4K Smart QLED TV (AP43UGMT96ELNZ5),"₹22,999",4.7,"42.52 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,56
Foxsky 40FS QLED 40 inch Full HD QLED TV,"₹11,999",4.5,"40 in, QLED TVFull HD, 1920 x 1080 pixelsWifiSmart TV2 Speakers, 30 W Output8 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,36
Xiaomi X Pro 2025 75 inch Ultra HD 4K Smart QLED TV (L75MB-APIN),"₹75,975",4.35,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV34 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,68
LG QNED92 55 inch Ultra HD 4K Smart Mini LED TV (55QNED92ALA),"₹84,990",4.3,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,67
Foxsky FS43MINILED 43 inch Ultra HD 4K Smart Mini LED TV,"₹20,499",4.1,"43 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,45
Philips 65MLED610/94 65 inch Ultra HD 4K Smart Mini LED TV,"₹57,999",4.7,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,68
VW Pro Series 43 inch Ultra HD 4K Smart QLED TV (VW43GQ1),"₹21,999",4.65,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 48 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,50
Hisense Q6Q 43 inch Ultra HD 4K Smart QLED TV (43Q6Q),"₹27,490",4.2,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHi-View Engine Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,56
Hisense U8Q Series 75 inch Ultra HD 4K Smart Mini LED TV (75U8Q),"₹1,59,999",4.75,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV90 W OutputQuad Core ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,84
VW Nano Sync Series 55 inch Ultra HD 4K Smart QLED TV (VW55JQ1),"₹23,799",4,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,50
Thomson NeoX 55 inch Ultra HD 4K Smart QLED TV (55NEOX0011),"₹32,999",4.55,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV70 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,60
Hisense E75Q 43 inch Ultra HD 4K Smart QLED TV (43E75Q),"₹28,990",4.2,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 48 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,50
Acer Ultra I Series 43 inch Ultra HD 4K Smart LED TV (AR43UDGGU2875BD),"₹22,999",4.3,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputDual Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,51
Acerpure Nitro 75 inch Ultra HD 4K Smart QLED TV (AP75UG75PNTO5),"₹53,999",4.25,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV50 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,67
Blaupunkt BP43JQD0016 43 inch Ultra HD 4K Smart QLED TV,"₹18,499",4.1,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W OutputAmlogic Chipset Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,43
